# 64 Phase Filters
# Single Set of Coefficients

# The original filename is:
# LCD Color (Gameboy Color)_H.txt

# Coefficients
   0, 144,   0,   0
  -0, 145,   0,   0
  -0, 146,   0,   0
  -0, 147,   0,   0
   0, 147,   0,   0
   0, 147,  -0,  -0
   0, 148,  -0,  -0
   0, 147,  -0,  -0
   0, 147,   0,   0
  -0, 146,   0,   0
  -0, 144,   0,   0
  -0, 142,   1,   0
   0, 140,   1,   0
   0, 137,   1,  -0
   0, 134,   1,  -0
   0, 130,   2,  -0
   0, 126,   2,   0
  -0, 122,   3,   0
  -0, 117,   4,   0
  -0, 112,   5,   0
   0, 108,   6,   0
   0, 104,   7,  -0
   0, 100,   9,  -0
   0,  97,  11,  -0
   0,  93,  13,   0
  -0,  89,  16,   0
  -0,  85,  19,   0
  -0,  81,  23,   0
   0,  76,  28,   0
   0,  71,  33,  -0
   0,  65,  40,  -0
   0,  59,  46,  -0
   0,  53,  53,   0
  -0,  47,  60,   0
  -0,  40,  67,   0
  -0,  34,  74,   0
   0,  29,  81,   0
   0,  24,  87,  -0
   0,  20,  93,  -0
   0,  17,  98,  -0
   0,  14, 102,   0
  -0,  12, 106,   0
  -0,   9, 110,   0
  -0,   8, 113,   0
   0,   6, 115,   0
   0,   5, 117,  -0
   0,   4, 118,  -0
   0,   3, 119,  -0
   0,   2, 120,   0
  -0,   2, 121,   0
  -0,   1, 121,   0
  -0,   1, 122,   0
   0,   1, 122,   0
   0,   1, 123,  -0
   0,   0, 123,  -0
   0,   0, 124,  -0
   0,   0, 126,   0
  -0,  -0, 128,   0
  -0,  -0, 131,   0
  -0,  -0, 133,   0
   0,   0, 136,   0
   0,   0, 138,  -0
   0,   0, 141,  -0
   0,   0, 142,  -0

