# 64 Phase Filters
# Single Set of Coefficients

# Kernel ius: 
#  y = 1/sqrt(2*pi*s)*exp(-x^2/(2*s^2)) 
# with s = 0.58

# The original filename is:
# GS_Sharpness_040.txt

# Coefficients
  20,  88,  20,   0
  19,  88,  21,   0
  18,  88,  22,   0
  17,  88,  23,   0
  16,  87,  25,   0
  16,  87,  25,   0
  15,  87,  26,   0
  14,  86,  28,   0
  13,  86,  29,   0
  13,  85,  29,   1
  12,  84,  31,   1
  11,  84,  32,   1
  11,  83,  33,   1
  10,  83,  34,   1
  10,  81,  36,   1
   9,  81,  37,   1
   9,  80,  38,   1
   8,  79,  40,   1
   8,  78,  41,   1
   7,  77,  43,   1
   7,  76,  44,   1
   6,  75,  46,   1
   6,  74,  47,   1
   6,  72,  48,   2
   5,  72,  49,   2
   5,  70,  51,   2
   5,  69,  52,   2
   4,  68,  54,   2
   4,  66,  56,   2
   4,  64,  57,   3
   4,  63,  58,   3
   3,  62,  60,   3
   3,  61,  61,   3
   3,  60,  62,   3
   3,  58,  63,   4
   3,  57,  64,   4
   2,  56,  66,   4
   2,  54,  68,   4
   2,  52,  69,   5
   2,  51,  70,   5
   2,  49,  72,   5
   2,  48,  72,   6
   1,  47,  74,   6
   1,  46,  75,   6
   1,  44,  76,   7
   1,  43,  77,   7
   1,  41,  78,   8
   1,  40,  79,   8
   1,  38,  80,   9
   1,  37,  81,   9
   1,  36,  81,  10
   1,  34,  83,  10
   1,  33,  83,  11
   1,  32,  84,  11
   1,  31,  84,  12
   1,  29,  85,  13
   0,  29,  86,  13
   0,  28,  86,  14
   0,  26,  87,  15
   0,  25,  87,  16
   0,  25,  87,  16
   0,  23,  88,  17
   0,  22,  88,  18
   0,  21,  88,  19

