# 64 Phase Filters
# Single Set of Coefficients

# The original filename is:
# Scan_Br_105_05.txt

# Coefficients
   5, 124,   5,   0
   5, 123,   6,   0
   4, 122,   7,   0
   4, 121,   7,   0
   4, 118,   8,   0
   3, 115,   8,   0
   3, 112,   9,   0
   2, 108,   9,   0
   2, 104,  10,   0
   2,  99,  10,   0
   2,  94,  11,   0
   1,  88,  11,   0
   1,  82,  12,   0
   1,  76,  12,   0
   1,  70,  12,   0
   1,  64,  12,   0
   1,  58,  12,   0
   0,  52,  12,   0
   0,  46,  12,   0
   0,  40,  11,   0
   0,  35,  11,   0
   0,  30,  10,   0
   0,  25,  10,   0
   0,  21,   9,   0
   0,  17,   8,   0
   0,  14,   7,   0
   0,  11,   6,   0
   0,   9,   5,   0
   0,   7,   5,   0
   0,   5,   4,   0
   0,   4,   4,   0
   0,   4,   3,   0
   0,   3,   3,   0
   0,   3,   4,   0
   0,   4,   4,   0
   0,   4,   5,   0
   0,   5,   7,   0
   0,   5,   9,   0
   0,   6,  11,   0
   0,   7,  14,   0
   0,   8,  17,   0
   0,   9,  21,   0
   0,  10,  25,   0
   0,  10,  30,   0
   0,  11,  35,   0
   0,  11,  40,   0
   0,  12,  46,   0
   0,  12,  52,   0
   0,  12,  58,   1
   0,  12,  64,   1
   0,  12,  70,   1
   0,  12,  76,   1
   0,  12,  82,   1
   0,  11,  88,   1
   0,  11,  94,   2
   0,  10,  99,   2
   0,  10, 104,   2
   0,   9, 108,   2
   0,   9, 112,   3
   0,   8, 115,   3
   0,   8, 118,   4
   0,   7, 121,   4
   0,   7, 122,   4
   0,   6, 123,   5

