# Filter Coeffients for Hybrid Scanline Test

# The original filename is:
# SL_Br_125_065_Soft.txt

# Horizontal Coefficients
  -7, 142,  -7,   0
  -9, 141,  -4,   0
 -10, 137,   1,   0
 -11, 131,   8,   0
 -10, 121,  17,  -0
  -9, 110,  28,  -1
  -8,  97,  41,  -2
  -6,  82,  55,  -3
  -5,  69,  69,  -5
  -3,  54,  83,  -6
  -2,  41,  97,  -8
  -1,  28, 110,  -9
  -0,  17, 121, -10
   0,   8, 131, -11
   0,   1, 137, -10
   0,  -4, 141,  -9

# Vertical Coefficients
   3, 155,   3,   0
   1, 153,   4,   0
   1, 142,   7,   0
   0, 131,  10,   0
   0, 114,  15,   0
   0,  97,  21,   0
   0,  81,  29,   0
   0,  66,  39,   0
   0,  52,  52,   0
   0,  39,  66,   0
   0,  29,  81,   0
   0,  21,  97,   0
   0,  15, 114,   0
   0,  10, 131,   0
   0,   7, 142,   1
   0,   4, 153,   1

